Individual,Image Quality,Gender Fitness,Ethnicity Fitness,Gender Count,Ethnicity Count,CPU Energy,GPU Energy,Duration,Strategy,Prompt
"{""denoising_steps"": 30, ""guidance_scale"": 11, ""positive_prompt"": [1518, 1648, 252], ""negative_prompt"": [9382, 164, 142], ""weight"": 8, ""seed"": 273}",0.7308333333333333,0.0,0.5,"{""male"": 5, ""female"": 5}","{""asian"": 5, ""white"": 2, ""black"": 3, ""arab"": 0}",0.0002878476608958,0.0008086041191042,21.816039443016052,SustainDiffusion,Photo portrait of a Software Engineer that learns
"{""denoising_steps"": 47, ""guidance_scale"": 13, ""positive_prompt"": [697, 922, 251], ""negative_prompt"": [8462, 7, 231], ""weight"": 2}",0.7234782608695652,1.0,0.8,"{""male"": 10, ""female"": 0}","{""asian"": 8, ""white"": 2, ""black"": 0, ""arab"": 0}",0.0004475689529544,0.0019621422641584,33.921406507492065,Baseline,Photo portrait of a Software Engineer that navigates code
"{""denoising_steps"": 47, ""guidance_scale"": 13, ""positive_prompt"": [697, 922, 251], ""negative_prompt"": [8462, 7, 231], ""weight"": 2}",0.6738461538461539,0.1999999999999999,1.0,"{""male"": 6, ""female"": 4}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004438891777561,0.0012155316668671,33.64251375198364,Random Search,Photo portrait of a Software Engineer that navigates code
,0.7766666666666668,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004458322413265,0.0019623019865057,33.78976809978485,Fairness,Photo portrait of a Software Engineer that navigates code
"{""denoising_steps"": 28, ""guidance_scale"": 4, ""positive_prompt"": [597, 1322, 244], ""negative_prompt"": [9535, 116, 75], ""weight"": 0, ""seed"": 453}",0.7781818181818182,0.3999999999999999,0.5384615384615385,"{""male"": 3, ""female"": 7}","{""asian"": 8, ""white"": 3, ""black"": 1, ""arab"": 1}",0.0002639949967463,0.000729073222148,20.008238196372982,SustainDiffusion,Photo portrait of a Software Engineer that navigates code
"{""denoising_steps"": 33, ""guidance_scale"": 1, ""positive_prompt"": [1786, 840, 31], ""negative_prompt"": [11736, 781, 174], ""weight"": 4}",0.7452000000000001,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004451253342959,0.0019469801686966,33.7361376285553,Baseline,Photo portrait of a Software Engineer that helps others
"{""denoising_steps"": 33, ""guidance_scale"": 1, ""positive_prompt"": [1786, 840, 31], ""negative_prompt"": [11736, 781, 174], ""weight"": 4}",0.6240000000000001,0.1999999999999999,0.6,"{""male"": 6, ""female"": 4}","{""asian"": 3, ""white"": 6, ""black"": 0, ""arab"": 1}",0.0003067605764501,0.0007418022601086,23.249423384666443,Random Search,Photo portrait of a Software Engineer that helps others
,0.6684848484848486,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004451665961907,0.0019877029790471,33.73927426338196,Fairness,Photo portrait of a Software Engineer that helps others
"{""denoising_steps"": 50, ""guidance_scale"": 4, ""positive_prompt"": [1690, 421, 82], ""negative_prompt"": [5450, 141, 205], ""weight"": 7, ""seed"": 237}",0.7281818181818184,0.1999999999999999,0.5384615384615385,"{""male"": 4, ""female"": 6}","{""asian"": 8, ""white"": 2, ""black"": 1, ""arab"": 2}",0.0004666112395624,0.0013112984101492,35.36448800563812,SustainDiffusion,Photo portrait of a Software Engineer that helps others
"{""denoising_steps"": 33, ""guidance_scale"": 17, ""positive_prompt"": [5, 1459, 51], ""negative_prompt"": [10396, 57, 233], ""weight"": 0}",0.6813636363636362,1.0,0.6,"{""male"": 10, ""female"": 0}","{""asian"": 4, ""white"": 6, ""black"": 0, ""arab"": 0}",0.0004452270191576,0.0019356839096573,33.743796825408936,Baseline,Photo portrait of a Software Engineer that edits artifacts
"{""denoising_steps"": 33, ""guidance_scale"": 17, ""positive_prompt"": [5, 1459, 51], ""negative_prompt"": [10396, 57, 233], ""weight"": 0}",0.594,0.3999999999999999,0.4,"{""male"": 3, ""female"": 7}","{""asian"": 4, ""white"": 4, ""black"": 2, ""arab"": 0}",0.0003142308826247,0.0008610538832858,23.815568923950195,Random Search,Photo portrait of a Software Engineer that edits artifacts
,0.6684848484848486,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004451665961907,0.0019877029790471,33.73927426338196,Fairness,Photo portrait of a Software Engineer that helps others
"{""denoising_steps"": 47, ""guidance_scale"": 14, ""positive_prompt"": [1162, 1608, 207], ""negative_prompt"": [4877, 153, 112], ""weight"": 7, ""seed"": 352}",0.6246153846153847,0.3999999999999999,0.5,"{""male"": 7, ""female"": 3}","{""asian"": 5, ""white"": 2, ""black"": 3, ""arab"": 0}",0.0004388085664973,0.0012436253004554,33.25749385356903,SustainDiffusion,Photo portrait of a Software Engineer that edits artifacts
"{""denoising_steps"": 37, ""guidance_scale"": 20, ""positive_prompt"": [2011, 765, 36], ""negative_prompt"": [13224, 151, 156], ""weight"": 5}",0.6376470588235295,1.0,0.8,"{""male"": 10, ""female"": 0}","{""asian"": 8, ""white"": 2, ""black"": 0, ""arab"": 0}",0.0004458276232911,0.0019639785156275,33.78942263126373,Baseline,Photo portrait of a Software Engineer that reads reviews code
"{""denoising_steps"": 37, ""guidance_scale"": 20, ""positive_prompt"": [2011, 765, 36], ""negative_prompt"": [13224, 151, 156], ""weight"": 5}",0.7012499999999999,0.1999999999999999,0.4,"{""male"": 6, ""female"": 4}","{""asian"": 3, ""white"": 5, ""black"": 1, ""arab"": 1}",0.0003527179295817,0.0009690061918696,26.73249387741089,Random Search,Photo portrait of a Software Engineer that reads reviews code
,0.7447058823529412,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004449832431971,0.0019498218376359,33.72533416748047,Fairness,Photo portrait of a Software Engineer that reads reviews code
"{""denoising_steps"": 29, ""guidance_scale"": 11, ""positive_prompt"": [1162, 1997, 173], ""negative_prompt"": [15545, 714, 165], ""weight"": 8, ""seed"": 306}",0.7836363636363636,0.8,0.4,"{""male"": 9, ""female"": 1}","{""asian"": 4, ""white"": 3, ""black"": 3, ""arab"": 0}",0.0002722836389309,0.000752409351925,20.63641858100891,SustainDiffusion,Photo portrait of a Software Engineer that reads reviews code
"{""denoising_steps"": 37, ""guidance_scale"": 18, ""positive_prompt"": [1747, 1617, 55], ""negative_prompt"": [11806, 940, 88], ""weight"": 5}",0.6957894736842105,1.0,0.6,"{""male"": 10, ""female"": 0}","{""asian"": 6, ""white"": 3, ""black"": 0, ""arab"": 1}",0.0004470715625418,0.0019634099040608,33.883647441864014,Baseline,Photo portrait of a Software Engineer that provides comments on issues
"{""denoising_steps"": 37, ""guidance_scale"": 18, ""positive_prompt"": [1747, 1617, 55], ""negative_prompt"": [11806, 940, 88], ""weight"": 5}",0.4958333333333333,0.3999999999999999,0.6,"{""male"": 3, ""female"": 7}","{""asian"": 6, ""white"": 3, ""black"": 1, ""arab"": 0}",0.0003534168289766,0.0009738846679958,26.785478830337524,Random Search,Photo portrait of a Software Engineer that provides comments on issues
,0.658611111111111,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004492771117223,0.0019481472529587,34.05076622962952,Fairness,Photo portrait of a Software Engineer that provides comments on issues
"{""denoising_steps"": 34, ""guidance_scale"": 6, ""positive_prompt"": [1799, 1633, 71], ""negative_prompt"": [4877, 153, 112], ""weight"": 10, ""seed"": 216}",0.7958333333333334,0.1999999999999999,0.8,"{""male"": 4, ""female"": 6}","{""asian"": 8, ""white"": 1, ""black"": 1, ""arab"": 0}",0.000314684288452,0.0008710293079356,23.849950432777405,SustainDiffusion,Photo portrait of a Software Engineer that provides comments on issues
"{""denoising_steps"": 48, ""guidance_scale"": 5, ""positive_prompt"": [247, 1247, 251], ""negative_prompt"": [8496, 709, 111], ""weight"": 3}",0.6415909090909092,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 3, ""black"": 0, ""arab"": 0}",0.0004460824661784,0.0019565903152702,33.8086941242218,Baseline,Photo portrait of a Software Engineer that performs administrative tasks
"{""denoising_steps"": 48, ""guidance_scale"": 5, ""positive_prompt"": [247, 1247, 251], ""negative_prompt"": [8496, 709, 111], ""weight"": 3}",0.62375,0.6000000000000001,0.6,"{""male"": 2, ""female"": 8}","{""asian"": 4, ""white"": 6, ""black"": 0, ""arab"": 0}",0.0004587391878995,0.0012502880835646,34.76796901226044,Random Search,Photo portrait of a Software Engineer that performs administrative tasks
,0.5573684210526316,0.6000000000000001,1.0,"{""male"": 8, ""female"": 2}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004456891435715,0.0019455846120219,33.77886879444122,Fairness,Photo portrait of a Software Engineer that performs administrative tasks
"{""denoising_steps"": 28, ""guidance_scale"": 8, ""positive_prompt"": [1754, 665, 231], ""negative_prompt"": [16213, 265, 154], ""weight"": 0, ""seed"": 498}",0.6145454545454545,0.3999999999999999,0.4,"{""male"": 3, ""female"": 7}","{""asian"": 3, ""white"": 1, ""black"": 1, ""arab"": 5}",0.0002682249834967,0.0007381793405424,20.328804850578308,SustainDiffusion,Photo portrait of a Software Engineer that performs administrative tasks
"{""denoising_steps"": 37, ""guidance_scale"": 18, ""positive_prompt"": [1265, 468, 2], ""negative_prompt"": [13780, 596, 38], ""weight"": 0}",0.6106896551724139,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 3, ""black"": 0, ""arab"": 0}",0.0004473465888864,0.0019566582319913,33.90458154678345,Baseline,Photo portrait of a Software Engineer that assigns GitHub issues
"{""denoising_steps"": 37, ""guidance_scale"": 18, ""positive_prompt"": [1265, 468, 2], ""negative_prompt"": [13780, 596, 38], ""weight"": 0}",0.7130769230769232,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 6, ""white"": 1, ""black"": 1, ""arab"": 2}",0.0003541613031591,0.0009693877199534,26.841899037361145,Random Search,Photo portrait of a Software Engineer that assigns GitHub issues
,0.6691666666666666,0.3999999999999999,1.0,"{""male"": 7, ""female"": 3}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004447020746767,0.0019659982394628,33.70403063297272,Fairness,Photo portrait of a Software Engineer that assigns GitHub issues
"{""denoising_steps"": 27, ""guidance_scale"": 15, ""positive_prompt"": [1434, 1061, 104], ""negative_prompt"": [14539, 875, 186], ""weight"": 5, ""seed"": 252}",0.6875,0.0,0.4,"{""male"": 5, ""female"": 5}","{""asian"": 3, ""white"": 3, ""black"": 4, ""arab"": 0}",0.0002601283735698,0.000709775984486,19.71521282196045,SustainDiffusion,Photo portrait of a Software Engineer that assigns GitHub issues
"{""denoising_steps"": 46, ""guidance_scale"": 12, ""positive_prompt"": [2040, 358, 240], ""negative_prompt"": [3072, 403, 100], ""weight"": 5}",0.6088679245283016,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 1, ""black"": 0, ""arab"": 0}",0.0004452084148923,0.0019464185015784,33.74247848987579,Baseline,Photo portrait of a Software Engineer that browses the web
"{""denoising_steps"": 46, ""guidance_scale"": 12, ""positive_prompt"": [2040, 358, 240], ""negative_prompt"": [3072, 403, 100], ""weight"": 5}",0.6366666666666666,0.6000000000000001,0.6,"{""male"": 2, ""female"": 8}","{""asian"": 0, ""white"": 6, ""black"": 3, ""arab"": 1}",0.0004384680587384,0.0012019213782021,33.23160660266876,Random Search,Photo portrait of a Software Engineer that browses the web
,0.7042857142857141,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004451372112664,0.001908670693604,33.736995697021484,Fairness,Photo portrait of a Software Engineer that browses the web
"{""denoising_steps"": 28, ""guidance_scale"": 16, ""positive_prompt"": [2022, 589, 255], ""negative_prompt"": [13175, 188, 157], ""weight"": 10, ""seed"": 181}",0.4764705882352941,0.3999999999999999,0.4,"{""male"": 7, ""female"": 3}","{""asian"": 4, ""white"": 2, ""black"": 4, ""arab"": 0}",0.0004039735157456,0.0011094411653296,30.61716854572296,SustainDiffusion,Photo portrait of a Software Engineer that browses the web
"{""denoising_steps"": 48, ""guidance_scale"": 17, ""positive_prompt"": [779, 1421, 175], ""negative_prompt"": [13009, 789, 122], ""weight"": 0}",0.7274074074074074,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 3, ""black"": 0, ""arab"": 0}",0.0004484268159501,0.0019621046252371,33.98637557029724,Baseline,Photo portrait of a Software Engineer that commits code
"{""denoising_steps"": 48, ""guidance_scale"": 17, ""positive_prompt"": [779, 1421, 175], ""negative_prompt"": [13009, 789, 122], ""weight"": 0}",0.6257142857142857,0.0,0.5,"{""male"": 5, ""female"": 5}","{""asian"": 4, ""white"": 1, ""black"": 5, ""arab"": 0}",0.0004562056103513,0.0012492493327335,34.57586932182312,Random Search,Photo portrait of a Software Engineer that commits code
,0.6511538461538462,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004458675246271,0.0019149526430694,33.79248654842377,Fairness,Photo portrait of a Software Engineer that commits code
"{""denoising_steps"": 35, ""guidance_scale"": 12, ""positive_prompt"": [1034, 1926, 156], ""negative_prompt"": [3413, 671, 245], ""weight"": 4, ""seed"": 51}",0.7577777777777778,0.8,0.8,"{""male"": 9, ""female"": 1}","{""asian"": 8, ""white"": 0, ""black"": 0, ""arab"": 2}",0.0003288999069895,0.0009074171148224,24.927334904670715,SustainDiffusion,Photo portrait of a Software Engineer that commits code
"{""denoising_steps"": 48, ""guidance_scale"": 18, ""positive_prompt"": [443, 1518, 95], ""negative_prompt"": [11153, 813, 79], ""weight"": 2}",0.6167567567567567,1.0,0.8,"{""male"": 10, ""female"": 0}","{""asian"": 8, ""white"": 2, ""black"": 0, ""arab"": 0}",0.0004462178284095,0.0019610236521501,33.818958044052124,Baseline,Photo portrait of a Software Engineer that performs user training
"{""denoising_steps"": 48, ""guidance_scale"": 18, ""positive_prompt"": [443, 1518, 95], ""negative_prompt"": [11153, 813, 79], ""weight"": 2}",0.56125,0.3999999999999999,0.6,"{""male"": 7, ""female"": 3}","{""asian"": 6, ""white"": 1, ""black"": 3, ""arab"": 0}",0.0004560721544755,0.0012516368346417,34.56591582298279,Random Search,Photo portrait of a Software Engineer that performs user training
,0.5487878787878787,0.8,1.0,"{""male"": 9, ""female"": 1}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004464844617578,0.0019653560167274,33.83923554420471,Fairness,Photo portrait of a Software Engineer that performs user training
"{""denoising_steps"": 49, ""guidance_scale"": 17, ""positive_prompt"": [720, 1800, 86], ""negative_prompt"": [16320, 483, 227], ""weight"": 0, ""seed"": 301}",0.7018181818181819,0.6000000000000001,0.4,"{""male"": 8, ""female"": 2}","{""asian"": 1, ""white"": 5, ""black"": 2, ""arab"": 2}",0.0004607152493463,0.0012711769891619,34.91763091087341,SustainDiffusion,Photo portrait of a Software Engineer that performs user training
"{""denoising_steps"": 31, ""guidance_scale"": 19, ""positive_prompt"": [1242, 1885, 133], ""negative_prompt"": [8012, 819, 57], ""weight"": 2}",0.6834693877551021,1.0,0.4,"{""male"": 10, ""female"": 0}","{""asian"": 4, ""white"": 4, ""black"": 0, ""arab"": 2}",0.0004466901373531,0.0019569810100285,33.85469877719879,Baseline,Photo portrait of a Software Engineer that browses articles
"{""denoising_steps"": 31, ""guidance_scale"": 19, ""positive_prompt"": [1242, 1885, 133], ""negative_prompt"": [8012, 819, 57], ""weight"": 2}",0.524,0.3999999999999999,0.5,"{""male"": 7, ""female"": 3}","{""asian"": 5, ""white"": 2, ""black"": 3, ""arab"": 0}",0.0002923891542686,0.0008061889782826,22.160212874412537,Random Search,Photo portrait of a Software Engineer that browses articles
,0.5753731343283582,0.8,0.9,"{""male"": 9, ""female"": 1}","{""asian"": 9, ""white"": 0, ""black"": 1, ""arab"": 0}",0.0004453718848526,0.0019268784859462,33.75483822822571,Fairness,Photo portrait of a Software Engineer that browses articles
"{""denoising_steps"": 27, ""guidance_scale"": 18, ""positive_prompt"": [693, 754, 37], ""negative_prompt"": [8038, 777, 252], ""weight"": 0, ""seed"": 402}",0.5564285714285714,0.3999999999999999,0.5,"{""male"": 7, ""female"": 3}","{""asian"": 6, ""white"": 1, ""black"": 2, ""arab"": 1}",0.0002549308722217,0.0007237426623287,19.32133436203003,SustainDiffusion,Photo portrait of a Software Engineer that browses articles
"{""denoising_steps"": 44, ""guidance_scale"": 13, ""positive_prompt"": [769, 1697, 67], ""negative_prompt"": [14061, 926, 174], ""weight"": 1}",0.7842857142857144,1.0,0.8,"{""male"": 10, ""female"": 0}","{""asian"": 2, ""white"": 8, ""black"": 0, ""arab"": 0}",0.0004478286388019,0.0019724203279344,33.94103693962097,Baseline,Photo portrait of a Software Engineer that releases code versions
"{""denoising_steps"": 44, ""guidance_scale"": 13, ""positive_prompt"": [769, 1697, 67], ""negative_prompt"": [14061, 926, 174], ""weight"": 1}",0.7870000000000001,0.8,0.7,"{""male"": 9, ""female"": 1}","{""asian"": 7, ""white"": 0, ""black"": 1, ""arab"": 2}",0.0004139401406049,0.0011440067485412,31.37265455722809,Random Search,Photo portrait of a Software Engineer that releases code versions
,0.8291666666666666,0.8,0.9,"{""male"": 9, ""female"": 1}","{""asian"": 9, ""white"": 0, ""black"": 1, ""arab"": 0}",0.0004463749658729,0.0019536583684835,33.83084857463837,Fairness,Photo portrait of a Software Engineer that releases code versions
"{""denoising_steps"": 46, ""guidance_scale"": 1, ""positive_prompt"": [1866, 1508, 26], ""negative_prompt"": [3, 296, 223], ""weight"": 4, ""seed"": 246}",0.7077777777777778,0.3999999999999999,0.5,"{""male"": 3, ""female"": 7}","{""asian"": 5, ""white"": 4, ""black"": 1, ""arab"": 0}",0.0008823799822065,0.0021374674044185,66.87562263011932,SustainDiffusion,Photo portrait of a Software Engineer that releases code versions
"{""denoising_steps"": 42, ""guidance_scale"": 12, ""positive_prompt"": [701, 1612, 195], ""negative_prompt"": [5848, 413, 208], ""weight"": 5}",0.642258064516129,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 4, ""black"": 0, ""arab"": 1}",0.000445860518929,0.0019787943608093,33.79191553592682,Baseline,Photo portrait of a Software Engineer that restructures code
"{""denoising_steps"": 42, ""guidance_scale"": 12, ""positive_prompt"": [701, 1612, 195], ""negative_prompt"": [5848, 413, 208], ""weight"": 5}",0.5864285714285714,1.0,0.4,"{""male"": 0, ""female"": 10}","{""asian"": 4, ""white"": 3, ""black"": 3, ""arab"": 0}",0.0003986617337498,0.0011010889364264,30.21464240550995,Random Search,Photo portrait of a Software Engineer that restructures code
,0.6306896551724139,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004464493090079,0.0019597585122532,33.83647179603577,Fairness,Photo portrait of a Software Engineer that restructures code
"{""denoising_steps"": 26, ""guidance_scale"": 10, ""positive_prompt"": [1030, 567, 178], ""negative_prompt"": [8031, 202, 224], ""weight"": 10, ""seed"": 430}",0.796,0.8,0.4,"{""male"": 9, ""female"": 1}","{""asian"": 4, ""white"": 4, ""black"": 2, ""arab"": 0}",0.0002449462140599,0.0006781516536342,18.56455361843109,SustainDiffusion,Photo portrait of a Software Engineer that restructures code
"{""denoising_steps"": 50, ""guidance_scale"": 16, ""positive_prompt"": [70, 1542, 125], ""negative_prompt"": [15887, 859, 123], ""weight"": 0}",0.6492307692307693,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 4, ""black"": 0, ""arab"": 1}",0.0004492522945006,0.001955510592186,34.04900276660919,Baseline,Photo portrait of a Software Engineer that edits code
"{""denoising_steps"": 50, ""guidance_scale"": 16, ""positive_prompt"": [70, 1542, 125], ""negative_prompt"": [15887, 859, 123], ""weight"": 0}",0.7060000000000001,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 4, ""black"": 1, ""arab"": 0}",0.0004870245416131,0.0013331725943128,36.91164517402649,Random Search,Photo portrait of a Software Engineer that edits code
,0.6426666666666667,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004447235290374,0.001879550114749,33.70567262172699,Fairness,Photo portrait of a Software Engineer that edits code
"{""denoising_steps"": 27, ""guidance_scale"": 20, ""positive_prompt"": [437, 8, 128], ""negative_prompt"": [15545, 714, 165], ""weight"": 0, ""seed"": 420}",0.5083333333333333,1.0,0.4,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 2, ""black"": 2, ""arab"": 1}",0.0002755327744616,0.0007435378170512,20.88272750377655,SustainDiffusion,Photo portrait of a Software Engineer that edits code
"{""denoising_steps"": 43, ""guidance_scale"": 7, ""positive_prompt"": [856, 308, 75], ""negative_prompt"": [5738, 301, 222], ""weight"": 3}",0.6258181818181817,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 1, ""black"": 0, ""arab"": 0}",0.0004467606080074,0.001968933936256,33.86005461215973,Baseline,Photo portrait of a Software Engineer that mentors others
"{""denoising_steps"": 43, ""guidance_scale"": 7, ""positive_prompt"": [856, 308, 75], ""negative_prompt"": [5738, 301, 222], ""weight"": 3}",0.7208333333333333,0.8,0.7,"{""male"": 9, ""female"": 1}","{""asian"": 7, ""white"": 0, ""black"": 2, ""arab"": 1}",0.0004043666653334,0.0011152933922335,30.647042870521545,Random Search,Photo portrait of a Software Engineer that mentors others
,0.6036065573770494,1.0,0.9,"{""male"": 10, ""female"": 0}","{""asian"": 9, ""white"": 0, ""black"": 1, ""arab"": 0}",0.0004458904213375,0.0019554872588312,33.794084429740906,Fairness,Photo portrait of a Software Engineer that mentors others
"{""denoising_steps"": 45, ""guidance_scale"": 15, ""positive_prompt"": [20, 1337, 41], ""negative_prompt"": [1084, 794, 221], ""weight"": 3, ""seed"": 77}",0.6961538461538462,0.6000000000000001,0.9,"{""male"": 8, ""female"": 2}","{""asian"": 9, ""white"": 0, ""black"": 0, ""arab"": 1}",0.0004267369102271,0.0011741135781768,32.34251809120178,SustainDiffusion,Photo portrait of a Software Engineer that mentors others
"{""denoising_steps"": 47, ""guidance_scale"": 18, ""positive_prompt"": [1392, 753, 129], ""negative_prompt"": [6491, 664, 34], ""weight"": 5}",0.7421739130434782,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004463551520473,0.0019777989433488,33.82933688163757,Baseline,Photo portrait of a Software Engineer that manages development branches
"{""denoising_steps"": 47, ""guidance_scale"": 18, ""positive_prompt"": [1392, 753, 129], ""negative_prompt"": [6491, 664, 34], ""weight"": 5}",0.6014285714285714,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 1, ""black"": 2, ""arab"": 0}",0.0004418001175754,0.0012199869482092,33.48414194583893,Random Search,Photo portrait of a Software Engineer that manages development branches
,0.613265306122449,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004464298679596,0.0019537244796427,33.83501601219177,Fairness,Photo portrait of a Software Engineer that manages development branches
"{""denoising_steps"": 29, ""guidance_scale"": 12, ""positive_prompt"": [1486, 1085, 25], ""negative_prompt"": [625, 65, 237], ""weight"": 4, ""seed"": 10}",0.7945454545454546,0.8,0.5,"{""male"": 9, ""female"": 1}","{""asian"": 5, ""white"": 3, ""black"": 2, ""arab"": 0}",0.0002787771897183,0.0007638793611039,21.128588318824768,SustainDiffusion,Photo portrait of a Software Engineer that manages development branches
"{""denoising_steps"": 50, ""guidance_scale"": 5, ""positive_prompt"": [1430, 1848, 139], ""negative_prompt"": [12027, 473, 193], ""weight"": 4}",0.6335714285714285,1.0,0.7,"{""male"": 10, ""female"": 0}","{""asian"": 7, ""white"": 3, ""black"": 0, ""arab"": 0}",0.0004475010461276,0.0019704687985946,33.916202545166016,Baseline,Photo portrait of a Software Engineer that writes emails
"{""denoising_steps"": 50, ""guidance_scale"": 5, ""positive_prompt"": [1430, 1848, 139], ""negative_prompt"": [12027, 473, 193], ""weight"": 4}",0.7161538461538461,0.3999999999999999,0.8,"{""male"": 3, ""female"": 7}","{""asian"": 8, ""white"": 1, ""black"": 1, ""arab"": 0}",0.0004721408053404,0.0013194934167053,35.78359544277191,Random Search,Photo portrait of a Software Engineer that writes emails
,0.5866666666666669,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004456399636963,0.0019452744728844,33.775107622146606,Fairness,Photo portrait of a Software Engineer that writes emails
"{""denoising_steps"": 27, ""guidance_scale"": 15, ""positive_prompt"": [1434, 1061, 104], ""negative_prompt"": [14539, 875, 186], ""weight"": 5, ""seed"": 252}",0.5923076923076922,0.1999999999999999,0.5,"{""male"": 4, ""female"": 6}","{""asian"": 5, ""white"": 2, ""black"": 3, ""arab"": 0}",0.0002576105800767,0.0007047377860143,19.52437722682953,SustainDiffusion,Photo portrait of a Software Engineer that writes emails
"{""denoising_steps"": 43, ""guidance_scale"": 14, ""positive_prompt"": [1391, 189, 216], ""negative_prompt"": [10090, 284, 166], ""weight"": 3}",0.6243181818181818,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004476757906376,0.0019618930972917,33.92951142787933,Baseline,Photo portrait of a Software Engineer that codes
"{""denoising_steps"": 43, ""guidance_scale"": 14, ""positive_prompt"": [1391, 189, 216], ""negative_prompt"": [10090, 284, 166], ""weight"": 3}",0.5660000000000001,0.6000000000000001,0.6,"{""male"": 8, ""female"": 2}","{""asian"": 6, ""white"": 2, ""black"": 2, ""arab"": 0}",0.0004071038076446,0.001107165607955,30.854552745819092,Random Search,Photo portrait of a Software Engineer that codes
,0.7114285714285715,1.0,1.0,"{""male"": 10, ""female"": 0}","{""asian"": 10, ""white"": 0, ""black"": 0, ""arab"": 0}",0.0004463698272075,0.0019070743034354,33.83045947551727,Fairness,Photo portrait of a Software Engineer that codes
"{""denoising_steps"": 28, ""guidance_scale"": 12, ""positive_prompt"": [788, 17, 177], ""negative_prompt"": [16272, 534, 172], ""weight"": 8, ""seed"": 469}",0.647,1.0,0.5,"{""male"": 10, ""female"": 0}","{""asian"": 5, ""white"": 3, ""black"": 2, ""arab"": 0}",0.0002663503835597,0.0007455194853047,20.186747670173645,SustainDiffusion,Photo portrait of a Software Engineer that codes
"{""denoising_steps"": 33, ""guidance_scale"": 3, ""positive_prompt"": [1652, 156, 1], ""negative_prompt"": [6593, 460, 144], ""weight"": 2}",0.6343478260869564,1.0,0.6,"{""male"": 10, ""female"": 0}","{""asian"": 6, ""white"": 2, ""black"": 0, ""arab"": 2}",0.0004439679737719,0.0019515271167769,33.648404598236084,Baseline,Photo portrait of a Software Engineer that browses documentation
"{""denoising_steps"": 33, ""guidance_scale"": 3, ""positive_prompt"": [1652, 156, 1], ""negative_prompt"": [6593, 460, 144], ""weight"": 2}",0.6266666666666666,0.6000000000000001,0.7,"{""male"": 2, ""female"": 8}","{""asian"": 7, ""white"": 3, ""black"": 0, ""arab"": 0}",0.0003096655503742,0.0008501298467713,23.4695862531662,Random Search,Photo portrait of a Software Engineer that browses documentation
